wort;sent;pol;type;multiplier;combined
bedauern;NEG;0.7;verben;-1;-0.7
Arthritis;NEG;1;nomen;-1;-1
Selbsttäuschung;NEG;1;nomen;-1;-1
Hemmung;NEG;0.7;nomen;-1;-0.7
Courage;POS;1;nomen;1;1
Überempfindlichkeit;NEG;0.7;nomen;-1;-0.7
überdehnen;NEG;0.5;verben;-1;-0.5
Niedergeschlagenheit;NEG;1;nomen;-1;-1
Sprachbehinderung;NEG;1;nomen;-1;-1
Eigentumsdelikt;NEG;1;nomen;-1;-1
Blutkrebs;NEG;1;nomen;-1;-1
Übermacht;NEG;1;nomen;-1;-1
Zinserhöhung;POS;0.7;nomen;1;0.7
Umsatzsteigerung;POS;0.5;nomen;1;0.5
bemühen;POS;0.7;verben;1;0.7
Gewehrschuss;NEG;1;nomen;-1;-1
Reibereien;NEG;0.7;nomen;-1;-0.7
vorwerfen;NEG;1;verben;-1;-1
Reinverlust;NEG;1;nomen;-1;-1
Weinkrampf;NEG;1;nomen;-1;-1
Fastenkur;POS;0.5;nomen;1;0.5
Vorbildfunktion;POS;1;nomen;1;1
Kratzer;NEG;0.5;nomen;-1;-0.5
Gewaltakt;NEG;1;nomen;-1;-1
mauscheln;NEG;0.7;verben;-1;-0.7
Einzelhaft;NEG;1;nomen;-1;-1
Depressivität;NEG;1;nomen;-1;-1
überschreiten;NEG;0.7;verben;-1;-0.7
untertreiben;NEG;0.5;verben;-1;-0.5
Desillusionierung;NEG;1;nomen;-1;-1
Schummelei;NEG;0.7;nomen;-1;-0.7
brillieren;POS;1;verben;1;1
ausrasten;NEG;1;verben;-1;-1
Lesevergnügen;POS;0.7;nomen;1;0.7
ignorieren;NEG;0.7;verben;-1;-0.7
ahnden;NEG;1;verben;-1;-1
Verhandlungsspielraum;POS;0.5;nomen;1;0.5
Ekel;NEG;1;nomen;-1;-1
Blattern;NEG;1;nomen;-1;-1
Gehirnwäsche;NEG;1;nomen;-1;-1
schonen;POS;0.5;verben;1;0.5
Gemetzel;NEG;1;nomen;-1;-1
Konfrontationstherapie;POS;0.7;nomen;1;0.7
Freiraum;POS;0.7;nomen;1;0.7
Bedenklichkeit;NEG;1;nomen;-1;-1
scheiden;NEG;0.7;verben;-1;-0.7
opfern;POS;0.5;verben;1;0.5
Interessenkonflikt;NEG;0.5;nomen;-1;-0.5
mißgönnen;NEG;0.7;verben;-1;-0.7
Uninteressiertheit;NEG;1;nomen;-1;-1
Leberkrebs;NEG;1;nomen;-1;-1
verwahrlosen;NEG;1;verben;-1;-1
Tatendurst;POS;1;nomen;1;1
Trägheit;NEG;0.5;nomen;-1;-0.5
Abschürfung;NEG;0.7;nomen;-1;-0.7
Kundenfreundlichkeit;POS;1;nomen;1;1
verlorengegangen;NEG;1;adj;-1;-1
hinwegtäuschen;NEG;1;verben;-1;-1
Fähigkeit;POS;1;nomen;1;1
richtigstellen;POS;0.7;verben;1;0.7
klatschen;NEG;0.5;verben;-1;-0.5
empfehlen;POS;0.7;verben;1;0.7
Verfestigung;POS;0.5;nomen;1;0.5
umstimmen;POS;0.5;verben;1;0.5
Spinnenphobie;NEG;1;nomen;-1;-1
Körperproblem;NEG;1;nomen;-1;-1
Delikt;NEG;1;nomen;-1;-1
Geschwulst;NEG;1;nomen;-1;-1
Häßlichkeit;NEG;1;nomen;-1;-1
aushöhlen;NEG;0.7;verben;-1;-0.7
glorifizieren;NEG;0.7;verben;-1;-0.7
Arbeitstauglichkeit;POS;1;nomen;1;1
Seelenheil;POS;0.7;nomen;1;0.7
Hühnerauge;NEG;0.5;nomen;-1;-0.5
Organisationsreform;POS;0.7;nomen;1;0.7
manisch;NEG;1;adj;-1;-1
Depression;NEG;1;nomen;-1;-1
justifizieren;POS;0.5;verben;1;0.5
bespucken;NEG;1;verben;-1;-1
Einseitigkeit;NEG;0.7;nomen;-1;-0.7
Mindeststrafe;NEG;1;nomen;-1;-1
idealisieren;NEG;0.5;verben;-1;-0.5
Preiserhöhung;NEG;0.7;nomen;-1;-0.7
Tetanus;NEG;1;nomen;-1;-1
missverstehen;NEG;0.7;verben;-1;-0.7
Erhaltung;POS;0.7;nomen;1;0.7
Spontaneität;POS;1;nomen;1;1
Altruismus;POS;1;nomen;1;1
Inhaftnahme;NEG;0.7;nomen;-1;-0.7
Wiederbeschaffung;POS;0.5;nomen;1;0.5
Kleinkrieg;NEG;0.7;nomen;-1;-0.7
heischen;NEG;0.7;verben;-1;-0.7
Gicht;NEG;1;nomen;-1;-1
aufmuntern;POS;1;verben;1;1
aufregen;NEG;0.7;verben;-1;-0.7
Preisreform;POS;0.5;nomen;1;0.5
Erheiterung;POS;1;nomen;1;1
zähmen;POS;1;verben;1;1
Verkrampfung;NEG;1;nomen;-1;-1
Euphorie;POS;1;nomen;1;1
Augenweide;POS;0.7;nomen;1;0.7
inszenieren;NEG;0.7;verben;-1;-0.7
krümmen;NEG;0.5;verben;-1;-0.5
Nierenbeckenentzündung;NEG;1;nomen;-1;-1
Vorzug;POS;0.7;nomen;1;0.7
Schlaflosigkeit;NEG;1;nomen;-1;-1
Bitterkeit;NEG;1;nomen;-1;-1
umwerben;POS;0.7;verben;1;0.7
nahebringen;POS;0.7;verben;1;0.7
Hingabe;POS;1;nomen;1;1
weinen;NEG;1;verben;-1;-1
rumlügen;NEG;1;verben;-1;-1
Zahnentzündung;NEG;1;nomen;-1;-1
fürbitten;POS;1;verben;1;1
Undank;NEG;1;nomen;-1;-1
Landeerlaubnis;POS;0.5;nomen;1;0.5
Nachsorgekur;POS;0.7;nomen;1;0.7
einbleuen;NEG;0.5;verben;-1;-0.5
entmutigen;NEG;1;verben;-1;-1
Missmut;NEG;1;nomen;-1;-1
verfluchen;NEG;1;verben;-1;-1
Behinderung;NEG;1;nomen;-1;-1
Ausgeglichenheit;POS;1;nomen;1;1
vernünfteln;NEG;0.7;verben;-1;-0.7
rausschmeißen;NEG;1;verben;-1;-1
geringschätzen;NEG;1;verben;-1;-1
Fertigstellung;POS;0.5;nomen;1;0.5
Wirtschaftsreform;POS;0.7;nomen;1;0.7
vernehmen;NEG;0.7;verben;-1;-0.7
Kugelhagel;NEG;1;nomen;-1;-1
Kontrolle;POS;0.7;nomen;1;0.7
Erlaubnis;POS;0.5;nomen;1;0.5
einschüchtern;NEG;1;verben;-1;-1
Windpocken;NEG;1;nomen;-1;-1
Kunstgenuss;POS;0.7;nomen;1;0.7
Unglücklichkeit;NEG;1;nomen;-1;-1
Neueinstellung;POS;0.5;nomen;1;0.5
Ausführlichkeit;POS;0.7;nomen;1;0.7
Absonderung;NEG;0.7;nomen;-1;-0.7
Ungefährlichkeit;POS;1;nomen;1;1
Paranoia;NEG;1;nomen;-1;-1
fetischisieren;NEG;0.7;verben;-1;-0.7
ersuchen;POS;0.5;verben;1;0.5
hätscheln;NEG;0.5;verben;-1;-0.5
Gelehrsamkeit;POS;0.7;nomen;1;0.7
verschweigen;NEG;1;verben;-1;-1
Griesgram;NEG;1;nomen;-1;-1
validieren;POS;0.7;verben;1;0.7
aufgeben;NEG;0.7;verben;-1;-0.7
Tiefgang;POS;0.7;nomen;1;0.7
aufsteigen;POS;0.7;verben;1;0.7
moralisieren;NEG;0.7;verben;-1;-0.7
Geschwätzigkeit;NEG;0.5;nomen;-1;-0.5
Unterschlagung;NEG;0.7;nomen;-1;-0.7
Rarität;POS;0.5;nomen;1;0.5
Verlust;NEG;1;nomen;-1;-1
Hilflosigkeit;NEG;1;nomen;-1;-1
zurückschrecken;NEG;0.7;verben;-1;-0.7
schönreden;NEG;0.5;verben;-1;-0.5
Zahnweh;NEG;1;nomen;-1;-1
hindern;NEG;0.7;verben;-1;-0.7
Aderlass;NEG;1;nomen;-1;-1
verstümmeln;NEG;1;verben;-1;-1
Existenzangst;NEG;1;nomen;-1;-1
Lieblingsfarbe;POS;0.5;nomen;1;0.5
Unnachgiebigkeit;NEG;0.5;nomen;-1;-0.5
erheblich;INT;2;adj;0;0
Staatssicherheit;POS;1;nomen;1;1
Filmgenuss;POS;0.5;nomen;1;0.5
abwehren;POS;0.7;verben;1;0.7
Aufwerten;POS;0.7;nomen;1;0.7
Alkoholgenuß;NEG;0.5;nomen;-1;-0.5
Diätenerhöhung;POS;0.5;nomen;1;0.5
Tuberkulose;NEG;1;nomen;-1;-1
Grauen;NEG;1;nomen;-1;-1
nachweisen;POS;0.5;verben;1;0.5
Freigabe;POS;0.5;nomen;1;0.5
töten;NEG;1;verben;-1;-1
sitzenbleiben;NEG;0.5;verben;-1;-0.5
nichtseßhaft;NEG;0.7;adj;-1;-0.7
Unbefangenheit;POS;1;nomen;1;1
verbluten;NEG;1;verben;-1;-1
Fehlen;NEG;0.7;nomen;-1;-0.7
fehlen;NEG;0.7;verben;-1;-0.7
Wohl;POS;0.7;nomen;1;0.7
verlieben;POS;1;verben;1;1
entfernen;NEG;0.7;verben;-1;-0.7
Einmaligkeit;POS;0.5;nomen;1;0.5
Bombenkrieg;NEG;1;nomen;-1;-1
danebenliegen;NEG;0.5;verben;-1;-0.5
Dehydration;NEG;1;nomen;-1;-1
Standfestigkeit;POS;0.7;nomen;1;0.7
Prügel;NEG;1;nomen;-1;-1
Weisheit;POS;1;nomen;1;1
Voyeurismus;NEG;1;nomen;-1;-1
Verbrechen;NEG;1;nomen;-1;-1
Gemütstiefe;POS;0.7;nomen;1;0.7
widerrufen;NEG;0.7;verben;-1;-0.7
Gürtelrose;NEG;1;nomen;-1;-1
Schlichtung;POS;0.7;nomen;1;0.7
Psychotherapie;POS;0.7;nomen;1;0.7
Mehltau;NEG;0.7;nomen;-1;-0.7
Rüstungswettlauf;NEG;1;nomen;-1;-1
Kavaliersdelikt;NEG;0.7;nomen;-1;-0.7
Joch;NEG;1;nomen;-1;-1
Hörgenuss;POS;0.7;nomen;1;0.7
Rat;POS;0.7;nomen;1;0.7
Ratschlag;POS;0.7;nomen;1;0.7
enträtseln;POS;0.5;verben;1;0.5
Milde;POS;1;nomen;1;1
bezaubern;POS;1;verben;1;1
defizitär;NEG;0.7;adj;-1;-0.7
zahlungsfähig;POS;1;adj;1;1
bleiben;INT;2;verben;0;0
bluffen;NEG;0.5;verben;-1;-0.5
Erwartungsdruck;NEG;0.7;nomen;-1;-0.7
Absolution;POS;0.7;nomen;1;0.7
Machtbeugung;NEG;0.7;nomen;-1;-0.7
Zuvertrauen;POS;1;nomen;1;1
Fortbildung;POS;0.7;nomen;1;0.7
Kulturkampf;NEG;1;nomen;-1;-1
Militärputsch;NEG;1;nomen;-1;-1
Gebührenerhöhung;NEG;0.7;nomen;-1;-0.7
Freistoß;NEG;0.5;nomen;-1;-0.5
bölken;NEG;1;verben;-1;-1
ausschöpfen;POS;0.7;verben;1;0.7
beschimpfen;NEG;1;verben;-1;-1
Barmherzigkeit;POS;1;nomen;1;1
erfordern;NEG;0.5;verben;-1;-0.5
Aufrechterhaltung;POS;0.5;nomen;1;0.5
Meinungsvielfalt;POS;1;nomen;1;1
Pogrom;NEG;1;nomen;-1;-1
normalisieren;POS;0.7;verben;1;0.7
Behagen;POS;0.5;nomen;1;0.5
Mandelentzündung;NEG;1;nomen;-1;-1
Verschleierung;NEG;0.7;nomen;-1;-0.7
ausbuhen;NEG;1;verben;-1;-1
Unpäßlichkeit;NEG;0.5;nomen;-1;-0.5
sinnieren;POS;0.5;verben;1;0.5
Gesundheitsreform;POS;0.5;nomen;1;0.5
einweihen;POS;0.7;verben;1;0.7
Methadonprogramm;POS;0.7;nomen;1;0.7
Zahnerkrankung;NEG;1;nomen;-1;-1
mißtrauen;NEG;1;verben;-1;-1
Weltwunder;POS;1;nomen;1;1
Revolution;NEG;0.7;nomen;-1;-0.7
rackern;NEG;0.5;verben;-1;-0.5
Vergeblichkeit;NEG;1;nomen;-1;-1
Knatsch;NEG;0.7;nomen;-1;-0.7
durchhalten;POS;0.7;verben;1;0.7
degoutieren;NEG;0.7;verben;-1;-0.7
vertrocknen;NEG;0.5;verben;-1;-0.5
Jugendsünde;NEG;0.5;nomen;-1;-0.5
Ausweisung;NEG;1;nomen;-1;-1
prellen;NEG;0.7;verben;-1;-0.7
winseln;NEG;1;verben;-1;-1
belasten;NEG;0.7;verben;-1;-0.7
einschmeicheln;NEG;0.5;verben;-1;-0.5
Unehrlichkeit;NEG;1;nomen;-1;-1
Mitgliedsbetreuung;POS;0.7;nomen;1;0.7
Lungenerkrankung;NEG;1;nomen;-1;-1
Alltäglichkeit;NEG;0.5;nomen;-1;-0.5
Gewährung;POS;0.5;nomen;1;0.5
Hinwendung;POS;0.7;nomen;1;0.7
Ohnmacht;NEG;1;nomen;-1;-1
Muskelfaserriß;NEG;0.7;nomen;-1;-0.7
Koffeinsucht;NEG;1;nomen;-1;-1
Spießrutenlauf;NEG;0.7;nomen;-1;-0.7
Handlungsfähigkeit;POS;0.5;nomen;1;0.5
auspacken;NEG;0.7;verben;-1;-0.7
Wiedergutmachung;POS;1;nomen;1;1
Profilneurose;NEG;1;nomen;-1;-1
vollspucken;NEG;1;verben;-1;-1
klagen;NEG;1;verben;-1;-1
hypersensiblisieren;POS;0.7;verben;1;0.7
Doppelspiel;NEG;0.7;nomen;-1;-0.7
beten;POS;1;verben;1;1
Hausse;POS;0.7;nomen;1;0.7
Wißbegier;POS;0.5;nomen;1;0.5
Verzweiflung;NEG;1;nomen;-1;-1
Fleißigkeit;POS;1;nomen;1;1
Anfall;NEG;1;nomen;-1;-1
aufstacheln;NEG;1;verben;-1;-1
maulen;NEG;0.7;verben;-1;-0.7
Habenseite;POS;0.7;nomen;1;0.7
Personalabbau;NEG;1;nomen;-1;-1
Anpassungsbedarf;NEG;0.7;nomen;-1;-0.7
Vertrauen;POS;1;nomen;1;1
Seitenhieb;NEG;0.7;nomen;-1;-0.7
ausschließen;NEG;0.7;verben;-1;-0.7
Weltkrieg;NEG;1;nomen;-1;-1
Darmpilz;NEG;1;nomen;-1;-1
Erkältung;NEG;0.7;nomen;-1;-0.7
Qualitätsverlust;NEG;0.7;nomen;-1;-0.7
Kostendruck;NEG;0.7;nomen;-1;-0.7
Entzündung;NEG;1;nomen;-1;-1
zitieren;NEG;0.7;verben;-1;-0.7
erfrechen;NEG;1;verben;-1;-1
Verrat;NEG;1;nomen;-1;-1
Mindestsicherung;POS;0.5;nomen;1;0.5
entwürdigen;NEG;1;verben;-1;-1
Gelbfieber;NEG;1;nomen;-1;-1
Kluft;NEG;0.7;nomen;-1;-0.7
Lieblingsobjekt;POS;1;nomen;1;1
zulassen;POS;0.5;verben;1;0.5
Zerissenheit;NEG;1;nomen;-1;-1
neppen;NEG;1;verben;-1;-1
drohen;NEG;1;verben;-1;-1
Versorgungssicherheit;POS;1;nomen;1;1
beunruhigen;NEG;1;verben;-1;-1
Hetze;NEG;1;nomen;-1;-1
Schwermut;NEG;0.7;nomen;-1;-0.7
abschieben;NEG;1;verben;-1;-1
mittragen;POS;0.5;verben;1;0.5
Herzlichkeit;POS;1;nomen;1;1
Martyrium;NEG;1;nomen;-1;-1
ausheulen;NEG;1;verben;-1;-1
Schmu;NEG;0.7;nomen;-1;-0.7
Straftat;NEG;1;nomen;-1;-1
Stilbruch;NEG;0.5;nomen;-1;-0.5
Großherzigkeit;POS;1;nomen;1;1
vorschieben;NEG;0.7;verben;-1;-0.7
Goldhochzeit;POS;0.7;nomen;1;0.7
Manipulierung;NEG;0.7;nomen;-1;-0.7
Täuschungsmanöver;NEG;1;nomen;-1;-1
Frömmigkeit;POS;0.7;nomen;1;0.7
erzwingen;NEG;1;verben;-1;-1
anbrüllen;NEG;1;verben;-1;-1
Abrundung;POS;0.5;nomen;1;0.5
hinwegsetzen;NEG;0.7;verben;-1;-0.7
rüffeln;NEG;1;verben;-1;-1
exkommunizieren;NEG;1;verben;-1;-1
Verhüllung;NEG;0.7;nomen;-1;-0.7
Sündennachlaß;POS;1;nomen;1;1
Okkupation;NEG;1;nomen;-1;-1
Bombenangriff;NEG;1;nomen;-1;-1
vergöttlichen;POS;1;verben;1;1
neugestalten;POS;0.5;verben;1;0.5
mäkeln;NEG;1;verben;-1;-1
Geiselnahme;NEG;1;nomen;-1;-1
Badekur;POS;0.5;nomen;1;0.5
Eskapismus;NEG;1;nomen;-1;-1
Machwerk;NEG;1;nomen;-1;-1
Erschlaffung;NEG;1;nomen;-1;-1
Missbehagen;NEG;1;nomen;-1;-1
Asylantenfreundlichkeit;POS;1;nomen;1;1
Klassenherrschaft;NEG;1;nomen;-1;-1
Rinderwahnsinn;NEG;1;nomen;-1;-1
Biß;NEG;0.7;nomen;-1;-0.7
zetern;NEG;1;verben;-1;-1
Wehmut;NEG;0.7;nomen;-1;-0.7
verzichten;POS;0.7;verben;1;0.7
Neuplanung;POS;0.5;nomen;1;0.5
Kulturgenuss;POS;0.7;nomen;1;0.7
zartbesaitet;POS;0.5;adj;1;0.5
Diskretion;POS;0.7;nomen;1;0.7
Vernichten;NEG;1;nomen;-1;-1
helfen;POS;1;verben;1;1
Rührung;POS;1;nomen;1;1
Parteienstreit;NEG;0.5;nomen;-1;-0.5
Pessimismus;NEG;1;nomen;-1;-1
Arbeitsplatzsicherung;POS;1;nomen;1;1
erbarmen;POS;0.7;verben;1;0.7
martern;NEG;1;verben;-1;-1
anknurren;NEG;1;verben;-1;-1
Nagelpilz;NEG;1;nomen;-1;-1
auskugeln;NEG;0.7;verben;-1;-0.7
grauer_Star;NEG;1;nomen;-1;-1
Querele;NEG;0.7;nomen;-1;-0.7
Unordentlichkeit;NEG;0.7;nomen;-1;-0.7
versklaven;NEG;1;verben;-1;-1
Petersilienhochzeit;POS;0.7;nomen;1;0.7
untersagen;NEG;1;verben;-1;-1
genesen;POS;1;verben;1;1
Müllentsorgung;POS;0.5;nomen;1;0.5
Lebensfähigkeit;POS;1;nomen;1;1
Luftkrieg;NEG;1;nomen;-1;-1
Geraufe;NEG;0.7;nomen;-1;-0.7
zelebrieren;POS;1;verben;1;1
Epidemie;NEG;1;nomen;-1;-1
Hautkrankheit;NEG;1;nomen;-1;-1
Spielsucht;NEG;1;nomen;-1;-1
besänftigen;POS;1;verben;1;1
verprellen;NEG;1;verben;-1;-1
Titelverteidigung;POS;0.5;nomen;1;0.5
Verkehrschaos;NEG;0.7;nomen;-1;-0.7
Schaffenskraft;POS;0.7;nomen;1;0.7
Enthusiasmus;POS;1;nomen;1;1
Vollkommenheit;POS;1;nomen;1;1
Drogengenuss;NEG;0.7;nomen;-1;-0.7
bejahen;POS;1;verben;1;1
Verbrechensrate;NEG;1;nomen;-1;-1
beflügeln;POS;1;verben;1;1
entlasten;POS;1;verben;1;1
verlangen;NEG;0.5;verben;-1;-0.5
Verspannung;NEG;0.7;nomen;-1;-0.7
Bewegungsspielraum;POS;0.7;nomen;1;0.7
Erotomanie;NEG;1;nomen;-1;-1
zurückweisen;NEG;0.7;verben;-1;-0.7
beteuern;POS;0.7;verben;1;0.7
verbrämen;NEG;1;verben;-1;-1
Gegenangriff;NEG;1;nomen;-1;-1
Narrenfreiheit;POS;0.7;nomen;1;0.7
Alkoholeinfluß;NEG;1;nomen;-1;-1
priorisieren;POS;0.5;verben;1;0.5
Nützlichkeit;POS;1;nomen;1;1
Manie;NEG;1;nomen;-1;-1
exzeptionell;INT;2;adj;0;0
Unmut;NEG;1;nomen;-1;-1
Tablettenmißbrauch;NEG;1;nomen;-1;-1
Gesundheitsvorsorge;POS;1;nomen;1;1
Verliebtsein;POS;1;nomen;1;1
Ästhetik;POS;0.7;nomen;1;0.7
Umweltfreundlichkeit;POS;1;nomen;1;1
demütigen;NEG;1;verben;-1;-1
Gewöhnlichkeit;NEG;0.5;nomen;-1;-0.5
mißdeuten;NEG;0.7;verben;-1;-0.7
Ekstase;POS;1;nomen;1;1
Parodontose;NEG;1;nomen;-1;-1
beleben;POS;0.7;verben;1;0.7
aburteilen;NEG;1;verben;-1;-1
entfallen;NEG;0.5;verben;-1;-0.5
Faulheit;NEG;0.7;nomen;-1;-0.7
Herzfehler;NEG;1;nomen;-1;-1
ausflippen;NEG;1;verben;-1;-1
Truppenreduzierung;POS;0.7;nomen;1;0.7
Unabhängigkeit;POS;1;nomen;1;1
verdonnern;NEG;1;verben;-1;-1
achtgeben;POS;1;verben;1;1
Kontaktpflege;POS;0.5;nomen;1;0.5
domestizieren;POS;0.7;verben;1;0.7
Schlachtung;NEG;1;nomen;-1;-1
abweisen;NEG;0.7;verben;-1;-0.7
Energieverlust;NEG;1;nomen;-1;-1
Menschenfreundlichkeit;POS;1;nomen;1;1
Durchsichtigkeit;POS;0.7;nomen;1;0.7
ernüchtern;NEG;0.7;verben;-1;-0.7
Genuss;POS;0.7;nomen;1;0.7
Rückenschmerz;NEG;1;nomen;-1;-1
Abschotten;NEG;1;nomen;-1;-1
Bedienungsfreundlichkeit;POS;0.7;nomen;1;0.7
salben;POS;0.5;verben;1;0.5
anschmieren;NEG;0.7;verben;-1;-0.7
heimzahlen;NEG;1;verben;-1;-1
bleuen;NEG;1;verben;-1;-1
überfordern;NEG;0.7;verben;-1;-0.7
Beschuß;NEG;1;nomen;-1;-1
Ungeheuerlichkeit;NEG;1;nomen;-1;-1
Zärtlichkeit;POS;1;nomen;1;1
Kontaktfreude;POS;0.7;nomen;1;0.7
Finanzierungsprogramm;POS;0.5;nomen;1;0.5
Magenschmerz;NEG;1;nomen;-1;-1
Zivilcourage;POS;1;nomen;1;1
Kinderfreundlichkeit;POS;1;nomen;1;1
ästhetisieren;POS;0.7;verben;1;0.7
Ausschlag;NEG;0.7;nomen;-1;-0.7
nichts_sagend;NEG;0.7;adj;-1;-0.7
Intimität;POS;0.5;nomen;1;0.5
Pfeifersches_Drüsenfieber;NEG;1;nomen;-1;-1
Fahrgenuß;POS;0.5;nomen;1;0.5
Kumpanei;NEG;1;nomen;-1;-1
Gier;NEG;1;nomen;-1;-1
beschweren;NEG;0.7;verben;-1;-0.7
Menschlichkeit;POS;1;nomen;1;1
Realitätssinn;POS;1;nomen;1;1
Lesegenuß;POS;0.7;nomen;1;0.7
auslachen;NEG;1;verben;-1;-1
Angst;NEG;1;nomen;-1;-1
Misstrauen;NEG;1;nomen;-1;-1
Mahngebühr;NEG;0.7;nomen;-1;-0.7
aufklären;POS;0.7;verben;1;0.7
Ohrenschmerz;NEG;1;nomen;-1;-1
Ermahnung;NEG;0.7;nomen;-1;-0.7
Fitneß;POS;0.7;nomen;1;0.7
Freudentaumel;POS;1;nomen;1;1
Grausen;NEG;1;nomen;-1;-1
Strafstoß;NEG;0.7;nomen;-1;-0.7
Schade;NEG;0.7;nomen;-1;-0.7
Dienstunfähigkeit;NEG;0.7;nomen;-1;-0.7
begründen;POS;0.7;verben;1;0.7
rehabilitieren;POS;1;verben;1;1
bezeigen;POS;0.7;verben;1;0.7
Muskelfaserriss;NEG;0.7;nomen;-1;-0.7
Liebe;POS;1;nomen;1;1
Abschottung;NEG;1;nomen;-1;-1
Rüge;NEG;1;nomen;-1;-1
Bewegung;POS;0.5;nomen;1;0.5
Dankgefühl;POS;1;nomen;1;1
abschlagen;NEG;0.7;verben;-1;-0.7
nachtrauern;NEG;1;verben;-1;-1
Mietzinserhöhung;NEG;0.7;nomen;-1;-0.7
Herzrhythmusstörung;NEG;1;nomen;-1;-1
explodieren;NEG;1;verben;-1;-1
Ruin;NEG;1;nomen;-1;-1
Destabilisierung;NEG;1;nomen;-1;-1
Gewissensbisse;NEG;1;nomen;-1;-1
Herrlichkeit;POS;1;nomen;1;1
benachteiligen;NEG;0.7;verben;-1;-0.7
Bombenstimmung;POS;1;nomen;1;1
Drogenbesitz;NEG;1;nomen;-1;-1
Diättherapie;POS;0.7;nomen;1;0.7
Kreislaufkollaps;NEG;1;nomen;-1;-1
aufhetzen;NEG;1;verben;-1;-1
jubilieren;POS;1;verben;1;1
Reflex;NEG;0.5;nomen;-1;-0.5
aufziehen;NEG;0.7;verben;-1;-0.7
schwarz_malen;NEG;1;verben;-1;-1
Geldeinnahme;POS;0.7;nomen;1;0.7
heulen;NEG;1;verben;-1;-1
Hochform;POS;0.7;nomen;1;0.7
Schusswechsel;NEG;1;nomen;-1;-1
Lachanfall;NEG;0.7;nomen;-1;-0.7
abreagieren;NEG;0.7;verben;-1;-0.7
Glücksgefühl;POS;1;nomen;1;1
vermitteln;POS;0.7;verben;1;0.7
Nachhaltigkeit;POS;1;nomen;1;1
auszeichnen;POS;0.7;verben;1;0.7
Feuerzauber;NEG;1;nomen;-1;-1
Hautrötung;NEG;0.7;nomen;-1;-0.7
Arg;NEG;1;nomen;-1;-1
verbuchen;POS;0.5;verben;1;0.5
Spiellust;POS;0.7;nomen;1;0.7
verschließen;NEG;0.7;verben;-1;-0.7
Erfolgszwang;NEG;0.7;nomen;-1;-0.7
Zulässigkeit;POS;0.7;nomen;1;0.7
Legitimation;POS;0.7;nomen;1;0.7
genehmigen;POS;0.7;verben;1;0.7
Verwaltungsreform;POS;0.7;nomen;1;0.7
Bürgerkrieg;NEG;1;nomen;-1;-1
Abgeschiedenheit;NEG;0.5;nomen;-1;-0.5
Meinungsmache;NEG;0.5;nomen;-1;-0.5
Dürftigkeit;NEG;0.7;nomen;-1;-0.7
verehren;POS;1;verben;1;1
spionieren;NEG;1;verben;-1;-1
Strafsache;NEG;1;nomen;-1;-1
Kaufrausch;NEG;0.7;nomen;-1;-0.7
erschöpfen;NEG;1;verben;-1;-1
glänzen;POS;1;verben;1;1
trösten;POS;1;verben;1;1
Horror;NEG;1;nomen;-1;-1
Brandanschlag;NEG;1;nomen;-1;-1
Neurodermitis;NEG;1;nomen;-1;-1
Bravoruf;POS;1;nomen;1;1
Bedürfnis;POS;0.5;nomen;1;0.5
Tief;NEG;0.7;nomen;-1;-0.7
Schwächung;NEG;1;nomen;-1;-1
verbürgen;POS;0.7;verben;1;0.7
Schrulligkeit;NEG;0.7;nomen;-1;-0.7
Gigantomanie;NEG;1;nomen;-1;-1
Tablettensucht;NEG;1;nomen;-1;-1
Abbruch;NEG;1;nomen;-1;-1
Gleichheitsprinzip;POS;1;nomen;1;1
Werterhaltung;POS;0.7;nomen;1;0.7
Höchststrafe;NEG;1;nomen;-1;-1
Klarheit;POS;1;nomen;1;1
Disziplinlosigkeit;NEG;1;nomen;-1;-1
scheuen;NEG;1;verben;-1;-1
desinfizieren;POS;0.5;verben;1;0.5
Schwerhörigkeit;NEG;1;nomen;-1;-1
Optimierung;POS;0.7;nomen;1;0.7
Verteuerung;NEG;0.7;nomen;-1;-0.7
Lüge;NEG;1;nomen;-1;-1
Prägnanz;POS;0.7;nomen;1;0.7
Schadensbegrenzungsmaßnahme;POS;0.5;nomen;1;0.5
Boshaftigkeit;NEG;1;nomen;-1;-1
Golfkonflikt;NEG;1;nomen;-1;-1
Einkommenserhöhung;POS;0.7;nomen;1;0.7
akzeptieren;POS;0.5;verben;1;0.5
Unterwerfung;NEG;1;nomen;-1;-1
auseinanderleben;NEG;0.7;verben;-1;-0.7
Rettung;POS;1;nomen;1;1
Grantigkeit;NEG;1;nomen;-1;-1
Verfemung;NEG;1;nomen;-1;-1
stänkern;NEG;1;verben;-1;-1
Groll;NEG;1;nomen;-1;-1
bekennen;POS;0.7;verben;1;0.7
Stabilisieren;POS;1;nomen;1;1
schiefliegen;NEG;0.5;verben;-1;-0.5
Gelächter;POS;0.7;nomen;1;0.7
Rentenreform;POS;0.7;nomen;1;0.7
supprimieren;NEG;0.7;verben;-1;-0.7
Schürfwunde;NEG;0.7;nomen;-1;-0.7
ausbaden;NEG;0.5;verben;-1;-0.5
Straffreiheit;POS;1;nomen;1;1
Präzisierung;POS;0.7;nomen;1;0.7
bereuen;NEG;0.7;verben;-1;-0.7
Raubmord;NEG;1;nomen;-1;-1
Trauma;NEG;1;nomen;-1;-1
Friedensmission;POS;1;nomen;1;1
